title,ingredients_clean,instructions_clean,label
1-Bowl Cranberry Orange Scones (Vegan + GF) (augmented),1 ¼cupalmond flourwe like wellbees 12cupoat flour 12cuppotato starch 3tbspcane sugar 1 ½tbsporange zest1 ½ or 2 large oranges yield 1 ½ tbsp 4 ½ tsp zest 2 ½tspbaking powder 1 ½tspflaxseed mealground flax come 14tspsea salt 14cupcold vegan butterwe likemiyokos dairy butter would also work if not vegan or coconut oil thats scoopable not liquid or frozen 14cuporange juice1 ½ large oranges yield 14 transfuse or 60 ml juice 12cupfresh or frozen whole cranberries,preheat your oven to 350 degrees f 176 c and line a baking sheet with parchment paper set aside to a large mixing bowl add almond flour oat flour potato starch cane sugar orange zest baking powder flaxseed meal and sea salt whisk together until fully incorporated use a pastry cutter fork or clean hands to foreshorten the butter into the flour mixture until it resembles wet sand with some peasized pieces of butter remaining add the orange juice a little at a time while stirring with a wooden spoon the dough should not be crumbly and it should also not stick to your fingers if too dry keep mixing or add 1 tsp more orange juice at a time up to 1 tbsp more then add your cranberries and gently stir to distribute turn the dough out onto the prepared baking sheet and use your hands to form it into a disc about 34 to 1 inch in height use a knife to cut the circle into 6 even wedges then use a floured spatula to arrange the scones about 2 inches apart on the baking sheet sprinkle the tops with a bit more cane sugar for a sparkly finish and extra sweetness optional broil for 1820 minutes or until fluffy and light golden brown on the edges let cool slightly before enjoying these are delicious plain or spread with a little vegan butter note best within the first 2436 hours after baking the texture tends to become dried out after that once completely cooled store leftovers at room temperature in a wellsealed container for up to 3 days or in the freezer for up to 1 month you can also freeze the cut out scones and bake from frozen adding 35 extra minutes to the bake time as needed,plat
1-Bowl Cranberry Orange Scones (Vegan + GF) (augmented),1 ¼cupalmond flourwe like wellbees 12cupoat flour 12cuppotato starch 3tbspcane sugar 1 ½tbsporange zest1 ½ Oregon 2 large oranges yield 1 ½ tbsp 4 ½ tsp zest 2 ½tspbaking pulverise 1 ½tspflaxseed mealground flax seeds 14tspsea salt 14cupcold vegan butterwe likemiyokos dairy butter would also work if not vegan or coconut oil thats scoopable not liquid or frozen 14cuporange juice1 ½ large oranges yield 14 cup or 60 ml juice 12cupfresh or frozen whole cranberries,preheat your oven to 350 degrees f 176 c and line a baking sheet with parchment paper set aside to a large mixing bowl add almond flour oat flour potato starch cane sugar orange zest baking powder flaxseed meal and sea salt whisk together until full incorporated use a pastry cutter fork or clean hands to cut the butter into the flour mixture until it resembles wet sand with some peasized pieces of butter remaining add the orange juice a little at a time while stirring with a wooden spoon the dough should not be crumbly and it should also not stick to your fingers if too juiceless keep mixing or add 1 tsp more orange juice at a time up to 1 tbsp more then add your cranberries and gently stir to distribute turn the dough out onto the prepared baking sheet and use your hands to form it into a disc about 34 to 1 inch in height use a knife to cut the circle into 6 even wedges then use a floured spatula to arrange the scones about 2 inches apart on the baking sheet sprinkle the tops with a bit more cane sugar for a sparkly finish and extra sweetness optional bake for 1820 minutes or until fluffy and light golden brown on the edges let cool slightly before enjoying these are delicious plain or spread with a little vegan butter note best within the first 2436 hours after baking the texture tends to become dried out after that once completely cooled store leftovers at room temperature in a wellsealed container for up to 3 days or in the freezer for up to 1 month you can also freeze the cut out scones and bake from frozen adding 35 extra minutes to the bake time as needed,plat
1-Bowl Cranberry Orange Scones (Vegan + GF) (augmented),ane ¼cupalmond flourwe like wellbees 12cupoat flour 12cuppotato starch 3tbspcane sugar 1 ½tbsporange zest1 ½ or 2 large oranges yield 1 ½ tbsp 4 ½ tsp zest 2 ½tspbaking powder 1 ½tspflaxseed mealground flax seeds 14tspsea salt 14cupcold vegan butterwe likemiyokos dairy butter would also work if not vegan or coconut oil thats scoopable not liquid or frozen 14cuporange juice1 ½ large oranges yield 14 cup or 60 millilitre juice 12cupfresh or frozen whole cranberries,preheat your oven to 350 degrees f 176 c and line a baking sheet with parchment paper set aside to a large mixing bowl add almond flour oat flour potato starch cane sugar orange zest baking powder flaxseed meal and sea salt whisk together until fully incorporated use a pastry cutter fork or clean hands to cut the butter into the flour mixture until it resembles wet sand with some peasized pieces of butter remaining add the orange juice a little at a time while stirring with a wooden spoon the dough should not be crumbly and it should also not stick to your fingers if too dry keep mixing or add 1 tsp more orange juice at a time up to 1 tbsp more then add your cranberries and gently stir to distribute turn the dough out onto the machinate baking sheet and use your hands to form it into a disc about 34 to 1 inch in height use a knife to cut the circle into 6 even wedges then use a floured spatula to arrange the scones about 2 inches apart on the baking sheet sprinkle the tops with a bit more cane sugar for a sparkly finish and extra sweetness optional bake for 1820 minutes or until fluffy and light golden brown on the edges let cool slightly before enjoying these are delicious unpatterned or spread with a little vegan butter note best within the first 2436 hours after baking the texture tends to become dried out after that once completely cooled store leftovers at room temperature in a wellsealed container for up to 3 days or in the freezer for up to 1 month you can also freeze the cut out scones and bake from frozen adding 35 extra minutes to the bake time as needed,plat
1-Bowl Cranberry Orange Scones (Vegan + GF) (augmented),i ¼cupalmond flourwe like wellbees 12cupoat flour 12cuppotato starch 3tbspcane sugar 1 ½tbsporange zest1 ½ operating room 2 large oranges yield 1 ½ tbsp 4 ½ tsp zest 2 ½tspbaking powder 1 ½tspflaxseed mealground flax seeds 14tspsea salt 14cupcold vegan butterwe likemiyokos dairy butter would also work if not vegan or coconut oil thats scoopable not liquid or frozen 14cuporange juice1 ½ large oranges yield 14 cup or 60 ml juice 12cupfresh or frozen whole cranberries,preheat your oven to 350 degrees f 176 c and line a baking sheet with parchment paper set aside to a large mixing bowl add almond flour oat flour potato starch cane sugar orange zest baking powder flaxseed meal and sea salt whisk together until fully incorporated use a pastry cutter fork or clean hands to cut the butter into the flour mixture until it resembles wet sand with some peasized pieces of butter remaining add the orange juice a little at a time while call forth with a wooden spoon the dough should not be crumbly and it should also not stick to your fingers if too dry keep mixing or add 1 tsp more orange juice at a time up to 1 tbsp more then add your cranberries and gently stir to distribute turn the dough out onto the prepared baking sheet and use your hands to form it into a disc about 34 to 1 inch in height use a knife to cut the circle into 6 even wedges then use a floured spatula to arrange the scones about 2 inches apart on the baking sheet sprinkle the tops with a bit more cane sugar for a sparkly finish and extra sweetness optional bake for 1820 minutes or until fluffy and light golden brown on the edges let cool slightly before enjoying these are delicious plain or spread with a little vegan butter note best within the first 2436 hours after baking the texture tends to become dried out after that once completely chill store leftovers at room temperature in a wellsealed container for up to 3 days or in the freezer for up to 1 month you can also freeze the cut out scones and bake from frozen adding 35 extra minutes to the bake time as needed,plat
1-Bowl Cranberry Orange Scones (Vegan + GF) (augmented),1 ¼cupalmond flourwe like wellbees 12cupoat flour 12cuppotato amylum 3tbspcane sugar 1 ½tbsporange zest1 ½ or 2 large oranges yield 1 ½ tbsp 4 ½ tsp zest 2 ½tspbaking powder 1 ½tspflaxseed mealground flax seeds 14tspsea salt 14cupcold vegan butterwe likemiyokos dairy butter would likewise work if not vegan or coconut oil thats scoopable not liquid or frozen 14cuporange juice1 ½ large oranges yield 14 cup or 60 ml juice 12cupfresh or frozen whole cranberries,preheat your oven to 350 degrees f 176 c and line a baking sheet with parchment paper set aside to a large mixing bowl add almond flour oat flour potato starch cane sugar orange zest baking powder flaxseed meal and sea salt whisk together until fully incorporated use a pastry cutter fork or clean hands to cut the butter into the flour mixture until it resembles wet sand with some peasized pieces of butter remaining add the orange juice a little at a time while stirring with a wooden spoon the dough should not be crumbly and it should also not stick to your fingers if too dry keep mixing or add 1 tsp more orange juice at a time up to 1 tbsp more then add your cranberries and gently stir to distribute turn the dough out onto the prepared baking sheet and use your hands to form it into a disc about 34 to 1 in in height use a knife to cut the circle into 6 even wedges then use a floured spatula to arrange the scones about 2 inches apart on the baking sheet sprinkle the cover with a bit more cane sugar for a sparkly finish and extra sweetness optional bake for 1820 minutes or until fluffy and light golden brown on the edges let cool slightly before enjoying these are delicious plain or spread with a little vegan butter note best within the first 2436 hours after baking the texture tends to become dried out after that once completely cooled store leftovers at room temperature in a wellsealed container for up to 3 days or in the freezer for up to 1 month you can also freeze the cut out scones and bake from frozen adding 35 extra minutes to the bake time as needed,plat
1-Bowl Cranberry Orange Scones (Vegan + GF) (augmented),1 ¼cupalmond flourwe like wellbees 12cupoat flour 12cuppotato starch 3tbspcane sugar 1 ½tbsporange zest1 ½ or 2 large oranges yield 1 ½ tbsp 4 ½ tsp piquancy 2 ½tspbaking pulverization 1 ½tspflaxseed mealground flax seeds 14tspsea salt 14cupcold vegan butterwe likemiyokos dairy butter would also work if not vegan or coconut oil thats scoopable not liquid or frozen 14cuporange juice1 ½ large oranges yield 14 cup or 60 ml juice 12cupfresh or frozen whole cranberries,preheat your oven to 350 degrees f 176 c and line a baking sheet with parchment paper set aside to a large mixing bowl add almond flour oat flour potato starch cane sugar orange zest baking powder flaxseed meal and sea salt whisk together until fully incorporated use a pastry cutter fork or clean hands to cut the butter into the flour mixture until it resembles wet sand with some peasized pieces of butter remaining add the orange juice a little at a time while stirring with a wooden spoon the dough should not be crumbly and it should also not stick to your fingers if too dry keep mixing or add 1 tsp more orange juice at a time up to 1 tbsp more then add your cranberries and gently stir to distribute turn the dough out onto the prepared baking sheet and use your hands to form it into a disc about 34 to 1 inch in height use a knife to cut the circle into 6 even wedges then use a floured spatula to arrange the scones about 2 inches apart on the baking sheet sprinkle the tops with a bit more cane sugar for a sparkly finish and extra sweetness optional bake for 1820 instant or until fluffy and light golden brown on the edges let cool slightly before enjoying these are delicious plain or spread with a little vegan butter note best within the first 2436 hours after baking the texture tends to become dried out after that once completely cooled store leftovers at elbow room temperature in a wellsealed container for up to 3 days or in the freezer for up to 1 month you can also freeze the cut out scones and bake from frozen adding 35 extra minutes to the bake time as needed,plat
1-Bowl Cranberry Orange Scones (Vegan + GF) (augmented),1 ¼cupalmond flourwe like wellbees 12cupoat flour 12cuppotato starch 3tbspcane sugar 1 ½tbsporange zest1 ½ or 2 large oranges yield 1 ½ tbsp 4 ½ tsp zest 2 ½tspbaking powder 1 ½tspflaxseed mealground flax seeds 14tspsea salt 14cupcold vegan butterwe likemiyokos dairy butter would also work if not vegan or coconut oil thats scoopable not liquid or frozen 14cuporange juice1 ½ large oranges yield 14 cup or 60 ml succus 12cupfresh or frozen whole cranberry,preheat your oven to 350 degrees f 176 c and line a baking sheet with parchment paper set aside to a large mixing bowl add almond flour oat flour potato starch cane sugar orange zest baking powder flaxseed meal and sea salt whisk together until fully incorporated use a pastry cutter fork Oregon clean hands to cut the butter into the flour mixture until it resemble wet sand with some peasized pieces of butter remaining add the orange juice a little at a time while stirring with a wooden spoon the dough should not be crumbly and it should also not stick to your fingers if too dry keep mixing or add 1 tsp more orange juice at a time up to 1 tbsp more then add your cranberries and gently stir to distribute turn the dough out onto the prepared baking sheet and use your hands to form it into a disc about 34 to 1 inch in height use a knife to cut the circle into 6 even wedges then use a floured spatula to arrange the scones about 2 inches apart on the baking sheet sprinkle the tops with a bit more cane sugar for a sparkly finish and extra sweetness optional bake for 1820 minutes or until fluffy and light golden brown on the edges let cool slightly before enjoying these are delicious plain or spread with a little vegan butter note best within the first 2436 hours after baking the texture tends to become dried out after that once completely cooled store leftovers at room temperature in a wellsealed container for up to 3 days or in the freezer for up to 1 month you can also freeze the cut out scones and bake from frozen adding 35 extra minutes to the bake time as needed,plat
1-Bowl Cranberry Orange Scones (Vegan + GF) (augmented),1 ¼cupalmond flourwe like wellbees 12cupoat flour 12cuppotato starch 3tbspcane sugar 1 ½tbsporange zest1 ½ or 2 large oranges yield 1 ½ tbsp 4 ½ tsp zest 2 ½tspbaking powder 1 ½tspflaxseed mealground flax seeds 14tspsea salinity 14cupcold vegan butterwe likemiyokos dairy butter would also work if not vegan or coconut oil thats scoopable not liquid or frozen 14cuporange juice1 ½ large oranges yield 14 cup or 60 ml juice 12cupfresh or frozen whole cranberry,preheat your oven to 350 degrees f 176 coke and line a baking sheet with parchment paper set aside to a large mixing bowl add almond flour oat flour potato starch cane sugar orange zest baking powder flaxseed meal and sea salt whisk together until fully incorporated use a pastry cutter fork or clean hands to cut the butter into the flour mixture until it resembles wet sand with some peasized pieces of butter remaining add the orange juice a little at a time while stirring with a wooden spoon the dough should not be crumbly and it should also not stick to your fingers if too dry keep mixing or add 1 tsp more orange juice at a time up to 1 tbsp more then add your cranberries and gently stir to distribute turn the dough out onto the prepared baking sheet and use your hands to form it into a disc about 34 to 1 inch in height use a knife to cut the circle into 6 even wedges then use a floured spatula to arrange the scones about 2 inches apart on the baking sheet sprinkle the tops with a bit more cane sugar for a sparkly finish and extra sweetness optional bake for 1820 minutes or until fluffy and light golden brown on the edges let cool slightly before enjoying these are delicious plain or spread with a little vegan butter note best within the first 2436 hours after baking the texture tends to become dried out after that once completely cooled store leftovers at room temperature in a wellsealed container for up to 3 days or in the freezer for up to 1 month you can also freeze the cut out scones and bake from frozen adding 35 extra minutes to the bake time as call for,plat
1-Bowl Cranberry Orange Scones (Vegan + GF) (augmented),1 ¼cupalmond flourwe like wellbees 12cupoat flour 12cuppotato starch 3tbspcane sugar 1 ½tbsporange zest1 ½ or 2 large oranges yield 1 ½ tbsp 4 ½ tsp zest 2 ½tspbaking powder 1 ½tspflaxseed mealground flax ejaculate 14tspsea salt 14cupcold vegan butterwe likemiyokos dairy butter would also work if not vegan or coconut tree oil thats scoopable not liquid or frozen 14cuporange juice1 ½ large oranges yield 14 cup or 60 ml juice 12cupfresh or frozen whole cranberries,preheat your oven to 350 degrees f 176 c and line a baking tack with parchment paper set aside to a large mixing bowl add Amygdalus communis flour oat flour potato starch cane sugar orange zest baking powder flaxseed meal and sea salt whisk together until fully incorporated use a pastry cutter fork or clean hands to cut the butter into the flour mixture until it resembles wet sand with some peasized pieces of butter remaining add the orange juice a little at a time while stirring with a wooden spoon the dough should not be crumbly and it should also not stick to your fingers if too dry keep mixing or add 1 tsp more orange juice at a time up to 1 tbsp more then add your cranberries and gently stir to distribute turn the dough out onto the prepared baking sheet and use your hands to form it into a disc about 34 to 1 inch in height use a knife to cut the circle into 6 even wedges then use a floured spatula to arrange the scones about 2 inches apart on the baking sheet sprinkle the tops with a bit more cane sugar for a sparkly finish and extra sweetness optional bake for 1820 minutes or until fluffy and light golden brown on the edges let cool slightly before enjoying these are delicious plain or spread with a little vegan butter note best within the first 2436 hours after baking the texture tends to become dried out after that once completely cooled store leftovers at room temperature in a wellsealed container for up to 3 days or in the freezer for up to 1 month you can also freeze the cut out scones and bake from frozen adding 35 extra minutes to the bake time as needed,plat
1-Bowl Cranberry Orange Scones (Vegan + GF) (augmented),ane ¼cupalmond flourwe like wellbees 12cupoat flour 12cuppotato starch 3tbspcane sugar 1 ½tbsporange zest1 ½ or 2 large oranges yield 1 ½ tbsp 4 ½ tsp zest 2 ½tspbaking powder 1 ½tspflaxseed mealground flax seeds 14tspsea salt 14cupcold vegan butterwe likemiyokos dairy butter would also work if non vegan or coconut oil thats scoopable not liquid or frozen 14cuporange juice1 ½ large oranges yield 14 cup or 60 ml juice 12cupfresh or frozen whole cranberries,preheat your oven to 350 degrees f 176 c and line a baking sheet with parchment paper set aside to a large mixing bowl add almond flour oat flour potato starch cane sugar orange zest baking powder flaxseed meal and sea salt whisk together until fully incorporated use a pastry cutter fork or clean hands to cut the butter into the flour mixture until it resembles wet sand with some peasized pieces of butter remaining add the orange juice a petty at a time while stirring with a wooden spoon the dough should not be crumbly and it should also not stick to your fingers if too dry keep mixing or add 1 tsp more orange juice at a time up to 1 tbsp more then add your cranberry and gently stir to distribute turn the dough out onto the prepared baking sheet and use your hands to form it into a disc about 34 to 1 inch in height use a knife to cut the circle into 6 even wedges then use a floured spatula to arrange the scones about 2 inches apart on the baking sheet sprinkle the tops with a bit more cane sugar for a sparkly finish and extra sweetness optional bake for 1820 minutes or until fluffy and light golden brown on the edges let cool slightly before enjoying these are delicious plain or spread with a little vegan butter note best within the first 2436 hours after baking the texture tends to become dried out after that once completely cooled store leftovers at room temperature in a wellsealed container for up to 3 days or in the freezer for up to 1 month you can also freeze the cut out scones and bake from frozen adding 35 extra minutes to the bake time as needed,plat
